,price,value,hold,hold_price
269,1275.0032188561606,3.0,0,-1
270,1271.8157108090202,3.0,0,-1
271,1268.6361715319977,3.0,0,-1
272,1265.4645811031678,3.0,0,-1
273,1262.30091965041,3.0,0,-1
274,1259.1451673512838,3.0,0,-1
275,1255.9973044329056,3.0,0,-1
276,1252.8573111718233,3.0,0,-1
277,1249.7251678938937,3.0,0,-1
278,1246.6008549741591,3.0,0,-1
279,1243.4843528367237,3.0,0,-1
280,1240.3756419546319,3.0,0,-1
281,1237.2747028497452,3.0,0,-1
282,1234.1815160926208,3.0,0,-1
283,1231.096062302389,3.0,0,-1
284,1228.0183221466332,3.0,0,-1
285,1224.9482763412666,3.0,0,-1
286,1221.8859056504134,3.0,0,-1
287,1218.8311908862875,3.0,0,-1
288,1215.7841129090716,3.0,0,-1
289,1212.7446526267988,3.0,0,-1
290,1209.7127909952317,3.0,0,-1
291,1206.6885090177436,3.0,0,-1
292,1203.6717877451993,3.0,0,-1
293,1200.6626082758362,3.0,0,-1
294,1197.6609517551467,3.0,0,-1
295,1194.666799375759,3.0,0,-1
296,1191.6801323773195,3.0,0,-1
297,1188.7009320463762,3.0,0,-1
298,1185.7291797162602,3.0,0,-1
299,1182.7648567669696,3.0,0,-1
300,1179.8079446250522,3.0,0,-1
301,1176.8584247634897,3.0,0,-1
302,1173.916278701581,3.0,0,-1
303,1170.981488004827,3.0,0,-1
304,1168.054034284815,3.0,0,-1
305,1165.133899199103,3.0,0,-1
306,1162.2210644511053,3.0,0,-1
307,1159.3155117899776,3.0,0,-1
308,1156.4172230105025,3.0,0,-1
309,1153.5261799529762,3.0,0,-1
310,1150.6423645030939,3.0,0,-1
311,1147.765758591836,3.0,0,-1
312,1144.8963441953563,3.0,0,-1
313,1142.0341033348677,3.0,0,-1
314,1139.1790180765304,3.0,0,-1
315,1136.331070531339,3.0,0,-1
316,1133.4902428550108,3.0,0,-1
317,1130.6565172478734,3.0,0,-1
318,1127.8298759547536,3.0,0,-1
319,1125.0103012648667,3.0,0,-1
320,1122.1977755117045,3.0,0,-1
321,1119.3922810729252,3.0,0,-1
322,1116.593800370243,3.0,0,-1
323,1113.8023158693172,3.0,0,-1
324,1111.017810079644,3.0,0,-1
325,1108.240265554445,3.0,0,-1
326,1105.4696648905588,3.0,0,-1
327,1102.7059907283324,3.0,0,-1
328,1099.9492257515114,3.0,0,-1
329,1097.1993526871327,3.0,0,-1
330,1094.4563543054148,3.0,0,-1
331,1091.7202134196514,3.0,0,-1
332,1088.9909128861023,3.0,0,-1
333,1086.2684356038872,3.0,0,-1
334,1083.5527645148775,3.0,0,-1
335,1080.8438826035904,3.0,0,-1
336,1078.1417728970814,3.0,0,-1
337,1075.4464184648386,3.0,0,-1
338,1072.7578024186766,3.0,0,-1
339,1070.0759079126299,3.0,0,-1
340,1067.4007181428483,3.0,0,-1
341,1064.7322163474912,3.0,0,-1
342,1062.0703858066224,3.0,0,-1
343,1059.415209842106,3.0,0,-1
344,1056.7666718175005,3.0,0,-1
345,1054.1247551379568,3.0,0,-1
346,1051.489443250112,3.0,0,-1
347,1048.8607196419866,3.0,0,-1
348,1046.2385678428816,3.0,0,-1
349,1043.6229714232745,3.0,0,-1
350,1041.0139139947162,3.0,0,-1
351,1038.4113792097294,3.0,0,-1
352,1035.815350761705,3.0,0,-1
353,1033.2258123848007,3.0,0,-1
354,1030.6427478538387,3.0,0,-1
355,1028.0661409842041,3.0,0,-1
356,1025.4959756317437,3.0,0,-1
357,1022.9322356926644,3.0,0,-1
358,1020.3749051034329,3.0,0,-1
359,1017.8239678406743,3.0,0,-1
360,1015.2794079210726,3.0,0,-1
361,1012.7412094012699,3.0,0,-1
362,1010.2093563777667,3.0,0,-1
363,1007.6838329868223,3.0,0,-1
364,1005.1646234043552,3.0,0,-1
365,1002.6517118458443,3.0,0,-1
366,1000.1450825662297,3.0,0,-1
367,997.644719859814,3.0,0,-1
