,datetime,open,high,low,close,volume,ema1,ema2,signal
0,2022-05-31 17:00:00,29.293,29.368,29.077,29.272,70206.5078,,,0
1,2022-05-31 18:00:00,29.272,29.293,28.771,28.838,177728.447,,,0
2,2022-05-31 19:00:00,28.838,28.929,28.723,28.791,85049.0086,,,0
3,2022-05-31 20:00:00,28.791,28.943,28.774,28.943,19910.9721,,,0
4,2022-05-31 21:00:00,28.943,29.257,28.87,28.911,349958.6847,28.964432098765435,,0
5,2022-05-31 22:00:00,28.911,29.124,28.911,29.124,49930.5455,29.017621399176956,,0
6,2022-05-31 23:00:00,29.124,29.135,28.91,28.941,108095.9888,28.99208093278464,,0
7,2022-06-01 00:00:00,28.941,29.109,28.766,29.083,222520.0824,29.022387288523095,,0
8,2022-06-01 01:00:00,29.083,29.083,28.945,29.038,1406.9193,29.027591525682066,,0
9,2022-06-01 02:00:00,29.038,29.038,28.846,28.947,27959.2145,29.000727683788043,29.03075348990682,0
10,2022-06-01 03:00:00,28.947,28.947,28.724,28.76,74724.8631,28.920485122525363,28.981525582651035,0
11,2022-06-01 04:00:00,28.76,28.803,28.54,28.77,214135.6638,28.870323415016912,28.94306638580539,0
12,2022-06-01 05:00:00,28.77,28.8,28.614,28.721,52816.6995,28.820548943344612,28.90269067929532,0
13,2022-06-01 06:00:00,28.721,28.799,28.695,28.715,36311.0539,28.785365962229744,28.86856510124162,0
14,2022-06-01 07:00:00,28.715,28.752,28.535,28.54,200078.6923,28.703577308153164,28.808825991924962,0
15,2022-06-01 08:00:00,28.54,28.635,28.375,28.57,221487.6686,28.65905153876878,28.765403084302243,0
16,2022-06-01 09:00:00,28.57,28.68,28.544,28.676,41260.6158,28.66470102584585,28.749147978065473,0
17,2022-06-01 10:00:00,28.676,28.692,28.49,28.515,42978.004,28.614800683897236,28.7065756184172,0
18,2022-06-01 11:00:00,28.515,28.627,28.396,28.559,88550.2649,28.59620045593149,28.67974368779589,0
19,2022-06-01 12:00:00,28.559,28.739,28.451,28.669,119158.8101,28.620466970620996,28.67779029001482,0
20,2022-06-01 13:00:00,28.669,28.812,28.587,28.718,93076.5745,28.652977980414,28.68510114637576,0
21,2022-06-01 14:00:00,28.718,28.756,27.885,28.085,315221.9552,28.463651986942672,28.57599184703471,0
22,2022-06-01 15:00:00,28.085,28.094,27.659,27.659,139298.6844,28.195434657961783,28.409266056664762,0
